sku,attribute_set_code,product_type,categories,name,description,price,base_image,qty,is_in_stock,related_skus,crosssell_skus,upsell_skus,created_at,updated_at
WSH07-29-Purple,Bottom,simple,"Shorts,New Luma Yoga Collection,Default Category",Echo Fit Compression Short-29-Purple,"Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
&bull; Black compression shorts.&bull; High-waisted cut.&bull; Compression fit.&bull; Inseam: 1.0"". &bull; Machine wash/dry.",24.0,/w/s/wsh07-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH07,Bottom,configurable,"Shorts,New Luma Yoga Collection,Default Category",Echo Fit Compression Short,"Your muscles know it's go time the second you pull on the Echo Fit Compression Short. A balance of firm, stimulating squeeze with breathability, it offers the support and comfort you need to give it your all.
&bull; Black compression shorts.&bull; High-waisted cut.&bull; Compression fit.&bull; Inseam: 1.0"". &bull; Machine wash/dry.",24.0,/w/s/wsh07-black_main_1.jpg,0.0,1.0,"WB04,WS09,WS05,WT05","24-UG05,24-UG06,24-UG03,24-WG087",,6/26/25,6/26/25
WSH08-28-Purple,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Sybil Running Short-28-Purple,"Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.
&bull; Blue running shorts with green waist.&bull; Drawstring-adjustable waist.&bull; 4"" inseam. Machine wash/line dry.",44.0,/w/s/wsh08-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH08-29-Purple,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Sybil Running Short-29-Purple,"Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.
&bull; Blue running shorts with green waist.&bull; Drawstring-adjustable waist.&bull; 4"" inseam. Machine wash/line dry.",44.0,/w/s/wsh08-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH08-30-Purple,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Sybil Running Short-30-Purple,"Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.
&bull; Blue running shorts with green waist.&bull; Drawstring-adjustable waist.&bull; 4"" inseam. Machine wash/line dry.",44.0,/w/s/wsh08-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH08-31-Purple,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Sybil Running Short-31-Purple,"Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.
&bull; Blue running shorts with green waist.&bull; Drawstring-adjustable waist.&bull; 4"" inseam. Machine wash/line dry.",44.0,/w/s/wsh08-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH08-32-Purple,Bottom,simple,"Shorts,Performance Fabrics,Default Category",Sybil Running Short-32-Purple,"Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.
&bull; Blue running shorts with green waist.&bull; Drawstring-adjustable waist.&bull; 4"" inseam. Machine wash/line dry.",44.0,/w/s/wsh08-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH08,Bottom,configurable,"Shorts,Performance Fabrics,Default Category",Sybil Running Short,"Fortunately, it's okay to look cute while you're working out. The Sybil Running Short combines a fun, color-blocked design with breathable mesh fabric for sporty-fun style.
&bull; Blue running shorts with green waist.&bull; Drawstring-adjustable waist.&bull; 4"" inseam. Machine wash/line dry.",44.0,/w/s/wsh08-purple_main_1.jpg,0.0,1.0,"WS09,WS11,WB02,WT06","24-WG080,24-UG05,24-WG087,24-WG083-blue",,6/26/25,6/26/25
WSH09-28-Gray,Bottom,simple,Shorts,Mimi All-Purpose Short-28-Gray,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
&bull; Gray/seafoam two-layer shorts.&bull; Water-resistant construction.&bull; Inner mesh brief for breathable support.&bull; 2.0"" inseam.&bull; Reflective trim for visibility.",44.0,/w/s/wsh09-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH09-28-Green,Bottom,simple,Shorts,Mimi All-Purpose Short-28-Green,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
&bull; Gray/seafoam two-layer shorts.&bull; Water-resistant construction.&bull; Inner mesh brief for breathable support.&bull; 2.0"" inseam.&bull; Reflective trim for visibility.",44.0,/w/s/wsh09-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH09-28-White,Bottom,simple,Shorts,Mimi All-Purpose Short-28-White,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
&bull; Gray/seafoam two-layer shorts.&bull; Water-resistant construction.&bull; Inner mesh brief for breathable support.&bull; 2.0"" inseam.&bull; Reflective trim for visibility.",44.0,/w/s/wsh09-white_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH09-29-Gray,Bottom,simple,Shorts,Mimi All-Purpose Short-29-Gray,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
&bull; Gray/seafoam two-layer shorts.&bull; Water-resistant construction.&bull; Inner mesh brief for breathable support.&bull; 2.0"" inseam.&bull; Reflective trim for visibility.",44.0,/w/s/wsh09-gray_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH09-29-Green,Bottom,simple,Shorts,Mimi All-Purpose Short-29-Green,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
&bull; Gray/seafoam two-layer shorts.&bull; Water-resistant construction.&bull; Inner mesh brief for breathable support.&bull; 2.0"" inseam.&bull; Reflective trim for visibility.",44.0,/w/s/wsh09-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH09-29-White,Bottom,simple,Shorts,Mimi All-Purpose Short-29-White,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
&bull; Gray/seafoam two-layer shorts.&bull; Water-resistant construction.&bull; Inner mesh brief for breathable support.&bull; 2.0"" inseam.&bull; Reflective trim for visibility.",44.0,/w/s/wsh09-white_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH09,Bottom,configurable,Shorts,Mimi All-Purpose Short,"You can run, bike or swim in the do-anything, water-resistance Mimi Short. No need to worry about rubbing-induced soreness either, with flatlock seams and soft, chafe-resistant material.
&bull; Gray/seafoam two-layer shorts.&bull; Water-resistant construction.&bull; Inner mesh brief for breathable support.&bull; 2.0"" inseam.&bull; Reflective trim for visibility.",44.0,/w/s/wsh09-gray_main_1.jpg,0.0,1.0,"WT05,WT03,WS09,WS11","24-WG087,24-UG01,24-WG085_Group,24-WG086",,6/26/25,6/26/25
WSH10-28-Black,Bottom,simple,"Shorts,Eco Friendly,Default Category",Ana Running Short-28-Black,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.
&bull; Black/pink two-layer shorts.&bull; Low-rise elastic waistband.&bull; Relaxed fit. &bull; Ultra-lightweight fabric. &bull; Internal drawstring. &bull; Machine wash/dry.",40.0,/w/s/wsh10-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH10-28-Orange,Bottom,simple,"Shorts,Eco Friendly,Default Category",Ana Running Short-28-Orange,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.
&bull; Black/pink two-layer shorts.&bull; Low-rise elastic waistband.&bull; Relaxed fit. &bull; Ultra-lightweight fabric. &bull; Internal drawstring. &bull; Machine wash/dry.",40.0,/w/s/wsh10-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH10-28-White,Bottom,simple,"Shorts,Eco Friendly,Default Category",Ana Running Short-28-White,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.
&bull; Black/pink two-layer shorts.&bull; Low-rise elastic waistband.&bull; Relaxed fit. &bull; Ultra-lightweight fabric. &bull; Internal drawstring. &bull; Machine wash/dry.",40.0,/w/s/wsh10-white_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH10-29-Black,Bottom,simple,"Shorts,Eco Friendly,Default Category",Ana Running Short-29-Black,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.
&bull; Black/pink two-layer shorts.&bull; Low-rise elastic waistband.&bull; Relaxed fit. &bull; Ultra-lightweight fabric. &bull; Internal drawstring. &bull; Machine wash/dry.",40.0,/w/s/wsh10-black_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH10-29-Orange,Bottom,simple,"Shorts,Eco Friendly,Default Category",Ana Running Short-29-Orange,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.
&bull; Black/pink two-layer shorts.&bull; Low-rise elastic waistband.&bull; Relaxed fit. &bull; Ultra-lightweight fabric. &bull; Internal drawstring. &bull; Machine wash/dry.",40.0,/w/s/wsh10-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH10-29-White,Bottom,simple,"Shorts,Eco Friendly,Default Category",Ana Running Short-29-White,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.
&bull; Black/pink two-layer shorts.&bull; Low-rise elastic waistband.&bull; Relaxed fit. &bull; Ultra-lightweight fabric. &bull; Internal drawstring. &bull; Machine wash/dry.",40.0,/w/s/wsh10-white_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH10,Bottom,configurable,"Shorts,Eco Friendly,Default Category",Ana Running Short,"Time to lace up your kicks and beat that personal best in the Ana Running Short. It's designed with breathable mesh side panels to help keep you cool while you master the miles.
&bull; Black/pink two-layer shorts.&bull; Low-rise elastic waistband.&bull; Relaxed fit. &bull; Ultra-lightweight fabric. &bull; Internal drawstring. &bull; Machine wash/dry.",40.0,/w/s/wsh10-black_main_1.jpg,0.0,1.0,"WT03,WB05,WS12,WS10","24-UG06,24-UG07,24-UG04,24-UG01",,6/26/25,6/26/25
WSH11-28-Blue,Bottom,simple,"Shorts,Erin Recommends,Default Category",Ina Compression Short-28-Blue,"One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
&bull; Royal blue bike shorts.&bull; Compression fit. &bull; Moisture-wicking. &bull; Anti-microbial. &bull; Machine wash/dry.",49.0,/w/s/wsh11-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH11-28-Orange,Bottom,simple,"Shorts,Erin Recommends,Default Category",Ina Compression Short-28-Orange,"One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
&bull; Royal blue bike shorts.&bull; Compression fit. &bull; Moisture-wicking. &bull; Anti-microbial. &bull; Machine wash/dry.",49.0,/w/s/wsh11-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH11-28-Red,Bottom,simple,"Shorts,Erin Recommends,Default Category",Ina Compression Short-28-Red,"One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
&bull; Royal blue bike shorts.&bull; Compression fit. &bull; Moisture-wicking. &bull; Anti-microbial. &bull; Machine wash/dry.",49.0,/w/s/wsh11-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH11-29-Blue,Bottom,simple,"Shorts,Erin Recommends,Default Category",Ina Compression Short-29-Blue,"One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
&bull; Royal blue bike shorts.&bull; Compression fit. &bull; Moisture-wicking. &bull; Anti-microbial. &bull; Machine wash/dry.",49.0,/w/s/wsh11-blue_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH11-29-Orange,Bottom,simple,"Shorts,Erin Recommends,Default Category",Ina Compression Short-29-Orange,"One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
&bull; Royal blue bike shorts.&bull; Compression fit. &bull; Moisture-wicking. &bull; Anti-microbial. &bull; Machine wash/dry.",49.0,/w/s/wsh11-orange_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH11-29-Red,Bottom,simple,"Shorts,Erin Recommends,Default Category",Ina Compression Short-29-Red,"One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
&bull; Royal blue bike shorts.&bull; Compression fit. &bull; Moisture-wicking. &bull; Anti-microbial. &bull; Machine wash/dry.",49.0,/w/s/wsh11-red_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH11,Bottom,configurable,"Shorts,Erin Recommends,Default Category",Ina Compression Short,"One of Luma's most popular items, the Ina Compression Short has you covered with exceptional support and comfort, whether you're running the trail, riding a bike or ripping out reps. The ventilating fabric offers cool relief and prevents irritating chafing.
&bull; Royal blue bike shorts.&bull; Compression fit. &bull; Moisture-wicking. &bull; Anti-microbial. &bull; Machine wash/dry.",49.0,/w/s/wsh11-blue_main_1.jpg,0.0,1.0,"WB02,WT03,WS02,WS12","24-WG083-blue,24-UG01,24-UG04,24-UG06",,6/26/25,6/26/25
WSH12-28-Green,Bottom,simple,"Shorts,Erin Recommends,Default Category",Erika Running Short-28-Green,"A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.
&bull; Seafoam pattern running shorts.&bull; Elastic waistband.&bull; Snug fit.&bull; 4'' inseam.&bull; 76% premium brushed Nylon / 24% Spandex.",45.0,/w/s/wsh12-green_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
WSH12-28-Purple,Bottom,simple,"Shorts,Erin Recommends,Default Category",Erika Running Short-28-Purple,"A great short with a body-hugging design, the Erika Running Short is perfect for runners who prefer a fitted short rather than the traditional baggy variety.
&bull; Seafoam pattern running shorts.&bull; Elastic waistband.&bull; Snug fit.&bull; 4'' inseam.&bull; 76% premium brushed Nylon / 24% Spandex.",45.0,/w/s/wsh12-purple_main_1.jpg,100.0,1.0,,,,6/26/25,6/26/25
